current_parent_name,pen_total,num_recs,rank,ownership,curr_ticker,curr_cik,curr_ISIN,hq_country,hq_state,industry,major_industry,viol_parent_url,sub_parent_url
MLD Mortgage Inc. dba The Money Store,1249603,7,1963,privately held,,,,USA,New Jersey,mortgage lending,financial services,https://violationtracker.goodjobsfirst.org/parent/mld-mortgage-inc-dba-the-money-store,
MLS Co. Ltd,60963,4,2904,publicly traded,,,CNE100001X19,China,,lighting equipment,miscellaneous manufacturing,https://violationtracker.goodjobsfirst.org/parent/mls-co-ltd,https://subsidytracker.goodjobsfirst.org/parent/mls-co-ltd
Mobile TeleSystems PJSC,850000000,2,116,publicly traded,,,RU0007775219,Russia,,telecommunications,telecommunications,https://violationtracker.goodjobsfirst.org/parent/mobile-telesystems-pjsc,
Modern Group,348630,9,2450,privately held,,,,USA,Texas,oilfield services and supplies,oilfield services and supplies,https://violationtracker.goodjobsfirst.org/parent/modern-group,
Modine Manufacturing,2033398,5,1773,publicly traded,MOD,67347,US6078281002,USA,Wisconsin,automotive parts,automotive parts,https://violationtracker.goodjobsfirst.org/parent/modine-manufacturing,https://subsidytracker.goodjobsfirst.org/parent/modine-manufacturing
Mohawk Industries,19036869,57,934,publicly traded,MHK,851968,US6081901042,USA,Georgia,home furnishings,housewares and home furnishings,https://violationtracker.goodjobsfirst.org/parent/mohawk-industries,https://subsidytracker.goodjobsfirst.org/parent/mohawk-industries
Mohawk Valley Health System,307922,5,2492,non-profit,,,,USA,New York,hospitals,healthcare services,https://violationtracker.goodjobsfirst.org/parent/mohawk-valley-health-system,
Molina Healthcare,14869035,54,1026,publicly traded,MOH,1179929,US60855R1005,USA,California,health insurance,healthcare services,https://violationtracker.goodjobsfirst.org/parent/molina-healthcare,https://subsidytracker.goodjobsfirst.org/parent/molina-healthcare
Molson Coors Beverage,2770197,44,1651,publicly traded,NYSE: TAP,24545,US60871R2094,USA,Colorado,beverages,beverages,https://violationtracker.goodjobsfirst.org/parent/molson-coors-beverage,https://subsidytracker.goodjobsfirst.org/parent/molson-coors-brewing
Momentive Performance Materials,11501720,16,1116,privately held,,,,USA,New York,specialty materials,chemicals,https://violationtracker.goodjobsfirst.org/parent/momentive-performance-materials,https://subsidytracker.goodjobsfirst.org/parent/momentive-performance-materials
Mondelez International,40262681,26,689,publicly traded,MDLZ,1103982,US6092071058,USA,Illinois,food products,food products,https://violationtracker.goodjobsfirst.org/parent/mondelez-international,https://subsidytracker.goodjobsfirst.org/parent/mondelez-international
MoneyGram International,270052453,14,264,publicly traded,MGI,1273931,US60935Y2081,USA,Texas,money transfer services,financial services,https://violationtracker.goodjobsfirst.org/parent/moneygram-international,https://subsidytracker.goodjobsfirst.org/parent/moneygram-international
Monomoy Capital Partners,1934679,2,1795,privately held,,,,USA,New York,private equity (including portfolio companies),private equity (including portfolio companies),https://violationtracker.goodjobsfirst.org/parent/monomoy-capital-partners,https://subsidytracker.goodjobsfirst.org/parent/monomoy-capital-partners
Monro Inc.,1057423,44,2022,publicly traded,MNRO,876427,US6102361010,USA,New York,auto repair services,miscellaneous services,https://violationtracker.goodjobsfirst.org/parent/monro-inc,https://subsidytracker.goodjobsfirst.org/parent/monro-inc
Montefiore Health System,1704399,18,1835,non-profit,,,,USA,New York,hospitals,healthcare services,https://violationtracker.goodjobsfirst.org/parent/montefiore-health-system,
Monterey Mushrooms,3712121,23,1543,privately held,,,,USA,California,mushrooms,food products,https://violationtracker.goodjobsfirst.org/parent/monterey-mushrooms,https://subsidytracker.goodjobsfirst.org/parent/monterey-mushrooms
Montgomery Chemicals,336780,6,2461,privately held,,,,USA,Pennsylvania,chemicals,chemicals,https://violationtracker.goodjobsfirst.org/parent/montgomery-chemicals,https://subsidytracker.goodjobsfirst.org/parent/montgomery-chemicals
Moody's,880758879,7,110,publicly traded,MCO,1059556,US6153691059,USA,New York,information services,information technology,https://violationtracker.goodjobsfirst.org/parent/moodys,https://subsidytracker.goodjobsfirst.org/parent/moodys
Moog Inc.,69904,3,2880,publicly traded,MOG.A,67887,US6153942023,USA,New York,aerospace & military contracting,aerospace and military contracting,https://violationtracker.goodjobsfirst.org/parent/moog-inc,https://subsidytracker.goodjobsfirst.org/parent/moog-inc
Morgan Stanley,9967765234,188,17,publicly traded,MS,895421,US6174464486,USA,New York,financial services,financial services,https://violationtracker.goodjobsfirst.org/parent/morgan-stanley,https://subsidytracker.goodjobsfirst.org/parent/morgan-stanley
Morningstar Inc.,4672257,3,1454,publicly traded,MORN,1289419,US6177001095,USA,Illinois,investment research,miscellaneous services,https://violationtracker.goodjobsfirst.org/parent/morningstar-inc,https://subsidytracker.goodjobsfirst.org/parent/morningstar-inc
Mosaic Co.,854297534,84,115,publicly traded,MOS,1285785,US61945C1036,USA,Minnesota,chemicals,chemicals,https://violationtracker.goodjobsfirst.org/parent/mosaic-co,https://subsidytracker.goodjobsfirst.org/parent/mosaic-co
Motorola Solutions,26116012,5,818,publicly traded,MSI,68505,US6200763075,USA,Illinois,telecommunications,telecommunications,https://violationtracker.goodjobsfirst.org/parent/motorola-solutions,https://subsidytracker.goodjobsfirst.org/parent/motorola-solutions
MotorScience,4332000,3,1473,privately held,,,,USA,California,wholesaler-recreational vehicles,wholesalers,https://violationtracker.goodjobsfirst.org/parent/motorscience,
Mount Sinai Medical Center (FL),7508892,4,1262,non-profit,,,,USA,Florida,hospitals,healthcare services,https://violationtracker.goodjobsfirst.org/parent/mount-sinai-medical-center-fl,
Mount Sinai Medical Center (NY),20118967,25,905,non-profit,,,,USA,New York,hospitals,healthcare services,https://violationtracker.goodjobsfirst.org/parent/mount-sinai-medical-center-ny,
Mountaire Corporation,214893294,31,297,privately held,,,,USA,Arkansas,poultry,food products,https://violationtracker.goodjobsfirst.org/parent/mountaire-corporation,https://subsidytracker.goodjobsfirst.org/parent/mountaire-corporation
MPLX LP,17342720,54,969,publicly traded,MPLX,1552000,US55336V1008,USA,Ohio,oil & gas,oil and gas,https://violationtracker.goodjobsfirst.org/parent/mplx-lp,https://subsidytracker.goodjobsfirst.org/parent/mplx-lp
Mr. Cooper Group,156097824,18,359,publicly traded,COOP,933136,US62482R1077,USA,Texas,financial services,financial services,https://violationtracker.goodjobsfirst.org/parent/mr-cooper-group,https://subsidytracker.goodjobsfirst.org/parent/mr-cooper-group
MRC Global,48013,3,2942,publicly traded,MRC,1439095,US55345K1034,USA,Texas,oilfield equipment,oilfield services and supplies,https://violationtracker.goodjobsfirst.org/parent/mrc-global,https://subsidytracker.goodjobsfirst.org/parent/mrc-global
MSA Safety Inc.,510000,2,2316,publicly traded,MSA,66570,US5534981064,USA,Pennsylvania,safety equipment,miscellaneous manufacturing,https://violationtracker.goodjobsfirst.org/parent/msa-safety-inc,https://subsidytracker.goodjobsfirst.org/parent/msa-safety-inc
MSD LLC,1000000,3,2043,privately held,,,,USA,Texas,automotive parts,automotive parts,https://violationtracker.goodjobsfirst.org/parent/msd-llc,
Mt. Olive Pickle,131856,1,2732,privately held,,,,USA,North Carolina,food products,food products,https://violationtracker.goodjobsfirst.org/parent/mt-olive-pickle,https://subsidytracker.goodjobsfirst.org/parent/mt-olive-pickle
Mubadala Investment Company,1160915,16,1991,privately held,,,,Abu Dhabi,,diversified,diversified,https://violationtracker.goodjobsfirst.org/parent/mubadala-investment-company,https://subsidytracker.goodjobsfirst.org/parent/mubadala-investment-company
Mueller Industries,2531702,49,1697,publicly traded,MLI,89439,US6247561029,USA,Tennessee,metal products,metals,https://violationtracker.goodjobsfirst.org/parent/mueller-industries,https://subsidytracker.goodjobsfirst.org/parent/mueller-industries
Mueller Water Products,386899,28,2422,publicly traded,MWA,1350593,US6247581084,USA,Georgia,plumbing supplies,building materials,https://violationtracker.goodjobsfirst.org/parent/mueller-water-products,https://subsidytracker.goodjobsfirst.org/parent/mueller-water-products
